Id,MesDate,MesValue
0,2018-05-07T00:00:00.000Z,-1
0,2018-05-07T00:00:01.000Z,0
0,2018-05-07T00:00:02.000Z,1
0,2018-05-07T00:00:03.000Z,2
0,2018-05-07T00:00:04.000Z,3
0,2018-05-07T00:00:05.000Z,4
0,2018-05-07T00:00:06.000Z,5
0,2018-05-07T00:00:07.000Z,6
0,2018-05-07T00:00:08.000Z,7
0,2018-05-07T00:00:09.000Z,8
0,2018-05-07T00:00:10.000Z,9
0,2018-05-07T00:00:11.000Z,10
0,2018-05-07T00:00:12.000Z,11
0,2018-05-07T00:00:13.000Z,12
0,2018-05-07T00:00:14.000Z,13
0,2018-05-07T00:00:15.000Z,14
0,2018-05-07T00:00:16.000Z,15
0,2018-05-07T00:00:17.000Z,16
0,2018-05-07T00:00:18.000Z,17
0,2018-05-07T00:00:19.000Z,15
0,2018-05-07T00:00:20.000Z,16
0,2018-05-07T00:00:21.000Z,14
0,2018-05-07T00:00:22.000Z,15
0,2018-05-07T00:00:23.000Z,16
0,2018-05-07T00:00:24.000Z,14
0,2018-05-07T00:00:25.000Z,15
0,2018-05-07T00:00:26.000Z,16
0,2018-05-07T00:00:27.000Z,17
0,2018-05-07T00:00:28.000Z,18
0,2018-05-07T00:00:29.000Z,19
0,2018-05-07T00:00:30.000Z,20
0,2018-05-07T00:00:31.000Z,21
0,2018-05-07T00:00:32.000Z,22
0,2018-05-07T00:00:33.000Z,23
0,2018-05-07T00:00:34.000Z,24
0,2018-05-07T00:00:35.000Z,25
0,2018-05-07T00:00:36.000Z,26
0,2018-05-07T00:00:37.000Z,24
0,2018-05-07T00:00:38.000Z,25
0,2018-05-07T00:00:39.000Z,26
0,2018-05-07T00:00:40.000Z,27
0,2018-05-07T00:00:41.000Z,28
0,2018-05-07T00:00:42.000Z,29
0,2018-05-07T00:00:43.000Z,30
0,2018-05-07T00:00:44.000Z,31
0,2018-05-07T00:00:45.000Z,32
0,2018-05-07T00:00:46.000Z,30
0,2018-05-07T00:00:47.000Z,31
0,2018-05-07T00:00:48.000Z,32
0,2018-05-07T00:00:49.000Z,33
0,2018-05-07T00:00:50.000Z,31
0,2018-05-07T00:00:51.000Z,32
0,2018-05-07T00:00:52.000Z,33
0,2018-05-07T00:00:53.000Z,34
0,2018-05-07T00:00:54.000Z,35
0,2018-05-07T00:00:55.000Z,33
0,2018-05-07T00:00:56.000Z,34
0,2018-05-07T00:00:57.000Z,35
0,2018-05-07T00:00:58.000Z,33
0,2018-05-07T00:00:59.000Z,34
0,2018-05-07T00:01:00.000Z,35
0,2018-05-07T00:01:01.000Z,36
0,2018-05-07T00:01:02.000Z,34
0,2018-05-07T00:01:03.000Z,35
0,2018-05-07T00:01:04.000Z,36
0,2018-05-07T00:01:05.000Z,37
0,2018-05-07T00:01:06.000Z,38
0,2018-05-07T00:01:07.000Z,39
0,2018-05-07T00:01:08.000Z,37
0,2018-05-07T00:01:09.000Z,38
0,2018-05-07T00:01:10.000Z,36
0,2018-05-07T00:01:11.000Z,37
0,2018-05-07T00:01:12.000Z,35
0,2018-05-07T00:01:13.000Z,33
0,2018-05-07T00:01:14.000Z,34
0,2018-05-07T00:01:15.000Z,35
0,2018-05-07T00:01:16.000Z,36
0,2018-05-07T00:01:17.000Z,34
0,2018-05-07T00:01:18.000Z,35
0,2018-05-07T00:01:19.000Z,36
0,2018-05-07T00:01:20.000Z,37
0,2018-05-07T00:01:21.000Z,38
0,2018-05-07T00:01:22.000Z,39
0,2018-05-07T00:01:23.000Z,40
0,2018-05-07T00:01:24.000Z,41
0,2018-05-07T00:01:25.000Z,42
0,2018-05-07T00:01:26.000Z,43
0,2018-05-07T00:01:27.000Z,41
0,2018-05-07T00:01:28.000Z,42
0,2018-05-07T00:01:29.000Z,40
0,2018-05-07T00:01:30.000Z,41
0,2018-05-07T00:01:31.000Z,42
0,2018-05-07T00:01:32.000Z,43
0,2018-05-07T00:01:33.000Z,44
0,2018-05-07T00:01:34.000Z,45
0,2018-05-07T00:01:35.000Z,46
0,2018-05-07T00:01:36.000Z,44
0,2018-05-07T00:01:37.000Z,45
0,2018-05-07T00:01:38.000Z,46
0,2018-05-07T00:01:39.000Z,47
0,2018-05-07T00:01:40.000Z,48
0,2018-05-07T00:01:41.000Z,49
0,2018-05-07T00:01:42.000Z,50
0,2018-05-07T00:01:43.000Z,51
0,2018-05-07T00:01:44.000Z,52
0,2018-05-07T00:01:45.000Z,53
0,2018-05-07T00:01:46.000Z,54
0,2018-05-07T00:01:47.000Z,52
0,2018-05-07T00:01:48.000Z,50
0,2018-05-07T00:01:49.000Z,51
0,2018-05-07T00:01:50.000Z,49
0,2018-05-07T00:01:51.000Z,50
0,2018-05-07T00:01:52.000Z,51
0,2018-05-07T00:01:53.000Z,49
0,2018-05-07T00:01:54.000Z,47
0,2018-05-07T00:01:55.000Z,48
0,2018-05-07T00:01:56.000Z,49
0,2018-05-07T00:01:57.000Z,50
0,2018-05-07T00:01:58.000Z,51
0,2018-05-07T00:01:59.000Z,52
0,2018-05-07T00:02:00.000Z,53
0,2018-05-07T00:02:01.000Z,54
0,2018-05-07T00:02:02.000Z,55
0,2018-05-07T00:02:03.000Z,56
0,2018-05-07T00:02:04.000Z,57
0,2018-05-07T00:02:05.000Z,58
0,2018-05-07T00:02:06.000Z,59
0,2018-05-07T00:02:07.000Z,60
0,2018-05-07T00:02:08.000Z,61
0,2018-05-07T00:02:09.000Z,62
0,2018-05-07T00:02:10.000Z,63
0,2018-05-07T00:02:11.000Z,64
0,2018-05-07T00:02:12.000Z,65
0,2018-05-07T00:02:13.000Z,66
0,2018-05-07T00:02:14.000Z,67
0,2018-05-07T00:02:15.000Z,68
0,2018-05-07T00:02:16.000Z,69
0,2018-05-07T00:02:17.000Z,70
0,2018-05-07T00:02:18.000Z,71
0,2018-05-07T00:02:19.000Z,72
0,2018-05-07T00:02:20.000Z,70
0,2018-05-07T00:02:21.000Z,71
0,2018-05-07T00:02:22.000Z,72
0,2018-05-07T00:02:23.000Z,73
0,2018-05-07T00:02:24.000Z,74
0,2018-05-07T00:02:25.000Z,75
0,2018-05-07T00:02:26.000Z,76
0,2018-05-07T00:02:27.000Z,77
0,2018-05-07T00:02:28.000Z,78
0,2018-05-07T00:02:29.000Z,79
0,2018-05-07T00:02:30.000Z,80
0,2018-05-07T00:02:31.000Z,81
0,2018-05-07T00:02:32.000Z,79
0,2018-05-07T00:02:33.000Z,80
0,2018-05-07T00:02:34.000Z,81
0,2018-05-07T00:02:35.000Z,82
0,2018-05-07T00:02:36.000Z,83
0,2018-05-07T00:02:37.000Z,84
0,2018-05-07T00:02:38.000Z,85
0,2018-05-07T00:02:39.000Z,86
0,2018-05-07T00:02:40.000Z,87
0,2018-05-07T00:02:41.000Z,88
0,2018-05-07T00:02:42.000Z,89
0,2018-05-07T00:02:43.000Z,90
0,2018-05-07T00:02:44.000Z,91
0,2018-05-07T00:02:45.000Z,92
0,2018-05-07T00:02:46.000Z,93
0,2018-05-07T00:02:47.000Z,94
0,2018-05-07T00:02:48.000Z,95
0,2018-05-07T00:02:49.000Z,96
0,2018-05-07T00:02:50.000Z,97
0,2018-05-07T00:02:51.000Z,98
0,2018-05-07T00:02:52.000Z,99
0,2018-05-07T00:02:53.000Z,100
0,2018-05-07T00:02:54.000Z,101
0,2018-05-07T00:02:55.000Z,99
0,2018-05-07T00:02:56.000Z,100
0,2018-05-07T00:02:57.000Z,101
0,2018-05-07T00:02:58.000Z,102
0,2018-05-07T00:02:59.000Z,103
0,2018-05-07T00:03:00.000Z,104
0,2018-05-07T00:03:01.000Z,105
0,2018-05-07T00:03:02.000Z,106
0,2018-05-07T00:03:03.000Z,107
0,2018-05-07T00:03:04.000Z,105
0,2018-05-07T00:03:05.000Z,106
0,2018-05-07T00:03:06.000Z,107
0,2018-05-07T00:03:07.000Z,108
0,2018-05-07T00:03:08.000Z,106
0,2018-05-07T00:03:09.000Z,107
0,2018-05-07T00:03:10.000Z,108
0,2018-05-07T00:03:11.000Z,109
0,2018-05-07T00:03:12.000Z,107
0,2018-05-07T00:03:13.000Z,105
0,2018-05-07T00:03:14.000Z,106
0,2018-05-07T00:03:15.000Z,107
0,2018-05-07T00:03:16.000Z,108
0,2018-05-07T00:03:17.000Z,106
0,2018-05-07T00:03:18.000Z,107
0,2018-05-07T00:03:19.000Z,105
0,2018-05-07T00:03:20.000Z,106
0,2018-05-07T00:03:21.000Z,107
0,2018-05-07T00:03:22.000Z,108
0,2018-05-07T00:03:23.000Z,109
0,2018-05-07T00:03:24.000Z,110
0,2018-05-07T00:03:25.000Z,111
0,2018-05-07T00:03:26.000Z,112
0,2018-05-07T00:03:27.000Z,110
0,2018-05-07T00:03:28.000Z,111
0,2018-05-07T00:03:29.000Z,109
0,2018-05-07T00:03:30.000Z,110
0,2018-05-07T00:03:31.000Z,108
0,2018-05-07T00:03:32.000Z,109
0,2018-05-07T00:03:33.000Z,107
0,2018-05-07T00:03:34.000Z,108
0,2018-05-07T00:03:35.000Z,109
0,2018-05-07T00:03:36.000Z,107
0,2018-05-07T00:03:37.000Z,105
0,2018-05-07T00:03:38.000Z,106
0,2018-05-07T00:03:39.000Z,107
0,2018-05-07T00:03:40.000Z,108
0,2018-05-07T00:03:41.000Z,109
0,2018-05-07T00:03:42.000Z,107
0,2018-05-07T00:03:43.000Z,108
0,2018-05-07T00:03:44.000Z,109
0,2018-05-07T00:03:45.000Z,110
0,2018-05-07T00:03:46.000Z,111
0,2018-05-07T00:03:47.000Z,112
0,2018-05-07T00:03:48.000Z,113
0,2018-05-07T00:03:49.000Z,114
0,2018-05-07T00:03:50.000Z,115
0,2018-05-07T00:03:51.000Z,113
0,2018-05-07T00:03:52.000Z,114
0,2018-05-07T00:03:53.000Z,115
0,2018-05-07T00:03:54.000Z,116
0,2018-05-07T00:03:55.000Z,117
0,2018-05-07T00:03:56.000Z,115
0,2018-05-07T00:03:57.000Z,116
0,2018-05-07T00:03:58.000Z,117
0,2018-05-07T00:03:59.000Z,115
0,2018-05-07T00:04:00.000Z,116
0,2018-05-07T00:04:01.000Z,114
0,2018-05-07T00:04:02.000Z,112
0,2018-05-07T00:04:03.000Z,113
0,2018-05-07T00:04:04.000Z,114
0,2018-05-07T00:04:05.000Z,112
0,2018-05-07T00:04:06.000Z,113
0,2018-05-07T00:04:07.000Z,114
0,2018-05-07T00:04:08.000Z,115
0,2018-05-07T00:04:09.000Z,116
0,2018-05-07T00:04:10.000Z,117
0,2018-05-07T00:04:11.000Z,118
0,2018-05-07T00:04:12.000Z,119
0,2018-05-07T00:04:13.000Z,117
0,2018-05-07T00:04:14.000Z,115
0,2018-05-07T00:04:15.000Z,116
0,2018-05-07T00:04:16.000Z,117
0,2018-05-07T00:04:17.000Z,118
0,2018-05-07T00:04:18.000Z,119
0,2018-05-07T00:04:19.000Z,120
0,2018-05-07T00:04:20.000Z,121
0,2018-05-07T00:04:21.000Z,122
0,2018-05-07T00:04:22.000Z,123
0,2018-05-07T00:04:23.000Z,124
0,2018-05-07T00:04:24.000Z,122
0,2018-05-07T00:04:25.000Z,123
0,2018-05-07T00:04:26.000Z,124
0,2018-05-07T00:04:27.000Z,125
0,2018-05-07T00:04:28.000Z,126
0,2018-05-07T00:04:29.000Z,127
0,2018-05-07T00:04:30.000Z,128
0,2018-05-07T00:04:31.000Z,126
0,2018-05-07T00:04:32.000Z,127
0,2018-05-07T00:04:33.000Z,125
0,2018-05-07T00:04:34.000Z,123
0,2018-05-07T00:04:35.000Z,121
0,2018-05-07T00:04:36.000Z,122
0,2018-05-07T00:04:37.000Z,120
0,2018-05-07T00:04:38.000Z,121
0,2018-05-07T00:04:39.000Z,122
0,2018-05-07T00:04:40.000Z,123
0,2018-05-07T00:04:41.000Z,124
0,2018-05-07T00:04:42.000Z,125
0,2018-05-07T00:04:43.000Z,126
